Voucher Number,Reference,Date,Voucher Type,Party Name,Party Alias,Supplier's TIN No.,CST Number,Item Name,Godown,Item Batch,Acutal Quantity,Billed Quantity,Alternate Actual Quantity,Alternate Billed Quantity,Rate,Purchase Rate,Unit,Discount,Discount Amount,Margin,Amount,Purchase/Sales Ledger,Narration
PFI-MINV/2300001,01,4-Apr-22,Sales (22-23),Mumbai Filter Corporation,,,,"PP 10"" 1 UM",ANDHERI,Primary Batch,150.00,150.00,,,59.00,37.85,Nos,0,,3172.50,8850.00,GST Sales,
PFI-MINV/2300001,01,4-Apr-22,Sales (22-23),Mumbai Filter Corporation,,,,"PP 10"" 10 UM",ANDHERI,Primary Batch,50.00,50.00,,,54.00,33.85,Nos,0,,1007.50,2700.00,GST Sales,
PFI-MINV/2300001,01,4-Apr-22,Sales (22-23),Mumbai Filter Corporation,,,,"PP 10"" 25 UM",ANDHERI,Primary Batch,150.00,150.00,,,54.00,34.01,Nos,0,,2998.50,8100.00,GST Sales,
PFI-MINV/2300001,01,4-Apr-22,Sales (22-23),Mumbai Filter Corporation,,,,"PP 10"" 5UM",ANDHERI,Primary Batch,100.00,100.00,,,54.00,34.48,Nos,0,,1952.00,5400.00,GST Sales,
PFI-MINV/2300001,01,4-Apr-22,Sales (22-23),Mumbai Filter Corporation,,,,"PP 20"" 1 UM",ANDHERI,Primary Batch,100.00,100.00,,,118.00,74.64,Nos,0,,4336.00,11800.00,GST Sales,
PFI-MINV/2300001,01,4-Apr-22,Sales (22-23),Mumbai Filter Corporation,,,,"PP 20"" 25 UM",ANDHERI,Primary Batch,25.00,25.00,,,108.00,78.13,Nos,0,,746.75,2700.00,GST Sales,
PFI-MINV/2300001,01,4-Apr-22,Sales (22-23),Mumbai Filter Corporation,,,,"PP 20"" 5 UM",ANDHERI,Primary Batch,50.00,50.00,,,108.00,70.56,Nos,0,,1872.00,5400.00,GST Sales,
PFI-MINV/2300002,PFI-MSO/2205764,4-Apr-22,Sales (22-23),Zurica Food & Beverages LLP,,,,"20"" PP Bag Assembly",ANDHERI,Primary Batch,1.00,1.00,,,3000.00,663.55,Nos,0,,2336.45,3000.00,GST Sales,
PFI-MINV/2300003,PFI-MSO/2205765,4-Apr-22,Sales (22-23),Kaps Purity India Pvt Ltd,,,,FM 50 (1.6-16),BHIWANDI,Primary Batch,1.00,1.00,,,2800.00,1200.61,Nos,0,,1599.39,2800.00,GST Sales,
PFI-MINV/2300004,PFI-MSO/2300005,4-Apr-22,Sales (22-23),Xpert Life Science,,,,"SP 6""",ANDHERI,Primary Batch,24.00,24.00,,,40.00,17.53,Nos,0,,539.48,960.00,GST Sales,
PFI-MINV/2300005,21-22/186,4-Apr-22,Sales (22-23),Chemtronics Technologies (I) pvt Ltd.,,,,SS 307,BHIWANDI,Primary Batch,5.00,5.00,,,34650.00,25675.00,Nos,0,,44875.00,173250.00,GST Sales,
PFI-MINV/2300006,ADTPL/261,4-Apr-22,Sales (22-23),Apex Dialysis Technologies Pvt. Ltd.,,,,LC LE 4040,BHIWANDI,Primary Batch,15.00,15.00,,,10500.00,7345.27,Nos,0,,47320.95,157500.00,GST Sales,
PFI-MINV/2300007,CNW/PO/21-22\01854,4-Apr-22,Sales (22-23),CN Water Systems Pvt Ltd,,,,FM 15 (25-250),BHIWANDI,Primary Batch,1.00,1.00,,,850.00,314.21,Nos,0,,685.79,850.00,GST Sales,
PFI-MINV/2300008,ADTPL/275,4-Apr-22,Sales (22-23),Apex Dialysis Technologies Pvt. Ltd.,,,,"PP 10"" 5UM",BHIWANDI,Primary Batch,200.00,200.00,,,60.00,34.48,Nos,0,,5104.00,12000.00,GST Sales,
PFI-MINV/2300008,ADTPL/275,4-Apr-22,Sales (22-23),Apex Dialysis Technologies Pvt. Ltd.,,,,"PP 20"" 5 UM",BHIWANDI,Primary Batch,100.00,100.00,,,120.00,70.56,Nos,0,,4944.00,12000.00,GST Sales,
PFI-MINV/2300009,PODOM2122003289,4-Apr-22,Sales (22-23),WTE Infra Projects Private Limited,,,,"RO - Membrane Connector 8""",BHIWANDI,Primary Batch,15.00,15.00,,,1450.00,210.00,Nos,0,,18600.26,21750.00,GST Sales,
PFI-MINV/2300009,PODOM2122003289,4-Apr-22,Sales (22-23),WTE Infra Projects Private Limited,,,,RO-Spare Head,BHIWANDI,Primary Batch,1.00,1.00,,,10641.00,3847.74,Nos,0,,6793.38,10641.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,40NB SMF W,BHIWANDI,Primary Batch,2.00,2.00,,,1850.00,1050.30,Nos,0,,1599.40,3700.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,DS - H&L-24-4R,BHIWANDI,Primary Batch,2.00,2.00,,,1850.00,999.98,Nos,0,,1700.04,3700.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,"DS TS 4""",BHIWANDI,Primary Batch,2.00,2.00,,,650.00,381.52,Nos,0,,536.96,1300.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,FLOATY-5M,BHIWANDI,Primary Batch,2.00,2.00,,,500.00,232.94,Nos,0,,534.12,1000.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,FM 32 (0.4-4),BHIWANDI,Primary Batch,1.00,1.00,,,1650.00,754.46,Nos,0,,895.54,1650.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,FM 32 (0.6-6),BHIWANDI,Primary Batch,1.00,1.00,,,1650.00,750.00,Nos,0,,900.00,1650.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,"FRP 2162 - 4""TB",BHIWANDI,Primary Batch,2.00,2.00,,,21000.00,16176.81,Nos,0,,9646.41,42000.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,KP 36,BHIWANDI,Primary Batch,1.00,1.00,,,850.00,660.20,Nos,0,,189.80,850.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,Media  - Coarse Silex,BHIWANDI,Primary Batch,250.00,250.00,250.00,250.00,6.00,3.74,KGS,0,,565.00,1500.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,Media - Fine Sand,BHIWANDI,Primary Batch,300.00,300.00,300.00,300.00,6.00,3.73,KGS,0,,681.00,1800.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,Media - Fine Silex,BHIWANDI,Primary Batch,250.00,250.00,250.00,250.00,6.00,3.72,KGS,0,,570.00,1500.00,GST Sales,
PFI-MINV/2300010,AKT/PO/2021-22/123,4-Apr-22,Sales (22-23),Aquakrish Technologies,,,,"SP 20""",BHIWANDI,Primary Batch,3.00,3.00,,,120.00,50.46,Nos,0,,208.62,360.00,GST Sales,
PFI-MINV/2300011,PFI-MSO/2300009,4-Apr-22,Sales (22-23),0 - 3 Separation Systems,,,,"SPG 844-2.5"" T",BHIWANDI,Primary Batch,6.00,6.00,,,2100.00,1630.17,Nos,0,,2818.98,12600.00,GST Sales,
PFI-MINV/2300012,PUR/DECPL/1206/21-22,4-Apr-22,Sales (22-23),Distington Engineers & Consultants P.Ltd.,,,,RO-Spare Parts,BHIWANDI,Primary Batch,6.00,6.00,,,3200.00,46.40,Nos,0,,18921.60,19200.00,GST Sales,
PFI-MINV/2300013,BME 18/11-1187,4-Apr-22,Sales (22-23),Bluemaarlin Engineering Pvt Ltd,,,,"FRP 3072 - 4""TB",PUNE,Primary Batch,3.00,3.00,,,31500.00,25079.94,Nos,0,,19260.18,94500.00,GST Sales,
PFI-MINV/2300013,BME 18/11-1187,4-Apr-22,Sales (22-23),Bluemaarlin Engineering Pvt Ltd,,,,KP 35,PUNE,Primary Batch,1.00,1.00,,,850.00,623.09,Nos,0,,226.91,850.00,GST Sales,
PFI-MINV/2300013,BME 18/11-1187,4-Apr-22,Sales (22-23),Bluemaarlin Engineering Pvt Ltd,,,,KP 36,PUNE,Primary Batch,1.00,1.00,,,850.00,660.20,Nos,0,,189.80,850.00,GST Sales,
PFI-MINV/2300014,PFI-MSO/2205766,4-Apr-22,Sales (22-23),Water Treatment Enterprises,,,,"FRP 1865 - 4""TB",PUNE,Primary Batch,6.00,6.00,,,18000.00,14468.12,Nos,0,,21191.28,108000.00,GST Sales,
PFI-MINV/2300014,PFI-MSO/2205766,4-Apr-22,Sales (22-23),Water Treatment Enterprises,,,,"FRP 2472 - 4""TB",PUNE,Primary Batch,2.00,2.00,,,23000.00,18601.42,Nos,0,,8797.16,46000.00,GST Sales,
PFI-MINV/2300014,PFI-MSO/2205766,4-Apr-22,Sales (22-23),Water Treatment Enterprises,,,,"FRP 3072 - 4""TB",PUNE,Primary Batch,2.00,2.00,,,31100.00,25079.94,Nos,0,,12040.12,62200.00,GST Sales,
PFI-MINV/2300015,PFI-MSO/2300011,4-Apr-22,Sales (22-23),S.M. Enviro Solutions,,,,Carbon 600 IV,BHIWANDI,Primary Batch,50.00,50.00,50.00,50.00,25.00,14.00,KGS,0,,550.12,1250.00,GST Sales,
PFI-MINV/2300015,PFI-MSO/2300011,4-Apr-22,Sales (22-23),S.M. Enviro Solutions,,,,Media  - Coarse Silex,BHIWANDI,Primary Batch,100.00,100.00,100.00,100.00,6.00,3.74,KGS,0,,226.06,600.00,GST Sales,
PFI-MINV/2300015,PFI-MSO/2300011,4-Apr-22,Sales (22-23),S.M. Enviro Solutions,,,,Media - Fine Sand,BHIWANDI,Primary Batch,100.00,100.00,100.00,100.00,6.00,3.73,KGS,0,,227.06,600.00,GST Sales,
PFI-MINV/2300015,PFI-MSO/2300011,4-Apr-22,Sales (22-23),S.M. Enviro Solutions,,,,Media - Fine Silex,BHIWANDI,Primary Batch,100.00,100.00,100.00,100.00,6.00,3.72,KGS,0,,228.06,600.00,GST Sales,
PFI-MINV/2300015,PFI-MSO/2300011,4-Apr-22,Sales (22-23),S.M. Enviro Solutions,,,,"SP 20""",BHIWANDI,Primary Batch,12.00,12.00,,,90.00,50.46,Nos,0,,474.58,1080.00,GST Sales,
PFI-MINV/2300016,PFI-MSO/2300017,4-Apr-22,Sales (22-23),Delta Lens Pvt Ltd,,,,"PP 10"" 10 UM",ANDHERI,Primary Batch,20.00,20.00,,,60.00,33.85,Nos,0,,523.00,1200.00,GST Sales,
PFI-MINV/2300017,MWTPL-PO2876/SO409,4-Apr-22,Sales (22-23),Marcuras Water Treatment (I) Pvt. Ltd.,,,,"FRP 1865 - 4"" T",PUNE,Primary Batch,2.00,2.00,,,16500.00,13194.51,Nos,0,,6610.98,33000.00,GST Sales,
PFI-MINV/2300018,PFISHO6348,4-Apr-22,Sales (22-23),Shopify B2C Sales,,,,"5"" Clear 1/2""",BHIWANDI,Primary Batch,1.00,1.00,,,349.00,148.86,Nos,0,,269.72,349.00,GST Sales,
PFI-MINV/2300019,WTE/22-23/002,5-Apr-22,Sales (22-23),Water Treatment Enterprises,,,,"20"" PP Bag Assembly",BHIWANDI,Primary Batch,12.00,12.00,,,1250.00,663.55,Nos,0,,7037.40,15000.00,GST Sales,
PFI-MINV/2300019,WTE/22-23/002,5-Apr-22,Sales (22-23),Water Treatment Enterprises,,,,"PP 10"" 10 UM",BHIWANDI,Primary Batch,150.00,150.00,,,55.00,34.36,Nos,0,,3096.00,8250.00,GST Sales,
PFI-MINV/2300019,WTE/22-23/002,5-Apr-22,Sales (22-23),Water Treatment Enterprises,,,,"PP 20"" 10 UM",BHIWANDI,Primary Batch,50.00,50.00,,,110.00,70.49,Nos,0,,1975.50,5500.00,GST Sales,
PFI-MINV/2300020,PFI-MSO/2300015,5-Apr-22,Sales (22-23),Aqua Solutions,,,,"SP 20""",BHIWANDI,Primary Batch,25.00,25.00,,,90.00,50.46,Nos,0,,988.50,2250.00,GST Sales,
PFI-MINV/2300021,PFI-MSO/2300024,5-Apr-22,Sales (22-23),SRS Aquatech Engineering,,,,40NB SMS,BHIWANDI,Primary Batch,1.00,1.00,,,1650.00,1042.30,Nos,0,,607.70,1650.00,GST Sales,
PFI-MINV/2300021,PFI-MSO/2300024,5-Apr-22,Sales (22-23),SRS Aquatech Engineering,,,,"DS TS 4""",BHIWANDI,Primary Batch,2.00,2.00,,,650.00,381.51,Nos,0,,536.98,1300.00,GST Sales,
PFI-MINV/2300021,PFI-MSO/2300024,5-Apr-22,Sales (22-23),SRS Aquatech Engineering,,,,"FRP 1865 - 4""TB",BHIWANDI,Primary Batch,1.00,1.00,,,18500.00,14468.12,Nos,0,,4031.88,18500.00,GST Sales,
PFI-MINV/2300022,PFI-MSO/2300020,5-Apr-22,Sales (22-23),Omkar Fibre,,,,25NB TMF,BHIWANDI,Primary Batch,2.00,2.00,,,1050.00,680.06,Nos,0,,739.88,2100.00,GST Sales,
PFI-MINV/2300022,PFI-MSO/2300020,5-Apr-22,Sales (22-23),Omkar Fibre,,,,DS - ADP,BHIWANDI,Primary Batch,2.00,2.00,,,250.00,101.50,Nos,0,,297.00,500.00,GST Sales,
PFI-MINV/2300022,PFI-MSO/2300020,5-Apr-22,Sales (22-23),Omkar Fibre,,,,FM 32 (0.6-6),BHIWANDI,Primary Batch,1.00,1.00,,,1050.00,750.00,Nos,0,,300.00,1050.00,GST Sales,
PFI-MINV/2300022,PFI-MSO/2300020,5-Apr-22,Sales (22-23),Omkar Fibre,,,,Media  - Coarse Silex,BHIWANDI,Primary Batch,150.00,150.00,150.00,150.00,6.00,3.74,KGS,0,,339.00,900.00,GST Sales,
PFI-MINV/2300022,PFI-MSO/2300020,5-Apr-22,Sales (22-23),Omkar Fibre,,,,Media - Fine Sand,BHIWANDI,Primary Batch,100.00,100.00,100.00,100.00,6.00,3.73,KGS,0,,227.00,600.00,GST Sales,
PFI-MINV/2300022,PFI-MSO/2300020,5-Apr-22,Sales (22-23),Omkar Fibre,,,,Media - Pebbels,BHIWANDI,Primary Batch,50.00,50.00,50.00,50.00,6.00,2.88,KGS,0,,156.00,300.00,GST Sales,
PFI-MINV/2300022,PFI-MSO/2300020,5-Apr-22,Sales (22-23),Omkar Fibre,,,,"QP 1665 - 4"" T",BHIWANDI,Primary Batch,2.00,2.00,,,5000.00,3946.30,Nos,0,,2107.40,10000.00,GST Sales,
PFI-MINV/2300023,PFI-MSO/2300027,5-Apr-22,Sales (22-23),JRD Sales & Services,,,,GN SCA-5L,BHIWANDI,Primary Batch,200.00,200.00,200.00,200.00,120.00,55.51,KGS,0,,12898.00,24000.00,GST Sales,
PFI-MINV/2300024,PFISHO6342,5-Apr-22,Sales (22-23),M R Enterprises,,,,"BB 20"" - 4.5""",BHIWANDI,Primary Batch,2.00,2.00,,,399.00,241.69,Nos,0,,363.16,798.00,GST Sales,
PFI-MINV/2300025,PFISHO6449,5-Apr-22,Sales (22-23),"Green Science Technologies, Solutions & Services",,,,"MB 10""",BHIWANDI,Primary Batch,50.00,50.00,,,26.00,16.68,Nos,0,,466.05,1300.00,GST Sales,
PFI-MINV/2300025,PFISHO6449,5-Apr-22,Sales (22-23),"Green Science Technologies, Solutions & Services",,,,"SP 20""",BHIWANDI,Primary Batch,6.00,6.00,,,99.00,50.46,Nos,0,,291.27,594.00,GST Sales,
PFI-MINV/2300026,MWTPL-PO2620/SO399,5-Apr-22,Sales (22-23),Marcuras Water Treatment (I) Pvt. Ltd.,,,,Codeline 80S000-2,PUNE,Primary Batch,4.00,4.00,,,59000.00,52727.00,Nos,0,,25092.00,236000.00,GST Sales,
PFI-MINV/2300026,MWTPL-PO2620/SO399,5-Apr-22,Sales (22-23),Marcuras Water Treatment (I) Pvt. Ltd.,,,,Codeline 80S000-3,PUNE,Primary Batch,10.00,10.00,,,63500.00,52026.64,Nos,0,,114733.60,635000.00,GST Sales,
PFI-MINV/2300026,MWTPL-PO2620/SO399,5-Apr-22,Sales (22-23),Marcuras Water Treatment (I) Pvt. Ltd.,,,,Codeline 80S000-4,PUNE,Primary Batch,6.00,6.00,,,70000.00,46199.37,Nos,0,,142803.78,420000.00,GST Sales,
PFI-MINV/2300027,PFIAHD/PO003/22-23,5-Apr-22,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,"DS TS 4""",BHIWANDI,Primary Batch,24.00,24.00,,,382.00,381.51,Nos,0,,11.77,9168.00,Branch Sales,
PFI-MINV/2300027,PFIAHD/PO003/22-23,5-Apr-22,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,ECOLINE 8-300-4,BHIWANDI,Primary Batch,2.00,2.00,,,27583.00,24559.27,Nos,0,,6047.50,55166.00,Branch Sales,
PFI-MINV/2300027,PFIAHD/PO003/22-23,5-Apr-22,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,MEMFLO-4-300-1,BHIWANDI,Primary Batch,5.00,5.00,,,1400.00,1338.52,Nos,0,,307.40,7000.00,Branch Sales,
PFI-MINV/2300027,PFIAHD/PO003/22-23,5-Apr-22,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,SW 30 HRLE 400,BHIWANDI,Primary Batch,10.00,10.00,,,37920.00,37360.62,Nos,0,,5594.06,379200.00,Branch Sales,
PFI-MINV/2300027,PFIAHD/PO003/22-23,5-Apr-22,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,UV -ECS 015L,BHIWANDI,Primary Batch,9.00,9.00,,,2510.00,2361.36,Nos,0,,1337.78,22590.00,Branch Sales,
PFI-MINV/2300028,PFI-MSO/2300021,5-Apr-22,Sales (22-23),Aqualine Corporation,,,,"SP BB 20""",BHIWANDI,Primary Batch,50.00,50.00,,,240.00,179.68,Nos,0,,3016.00,12000.00,GST Sales,
PFI-MINV/2300029,PFI-MSO/2300012,5-Apr-22,Sales (22-23),Dolphin Enviro Systems,,,,"20"" BB L 1.5""",ANDHERI,Primary Batch,4.00,4.00,,,500.00,315.60,Nos,0,,737.60,2000.00,GST Sales,
PFI-MINV/2300029,PFI-MSO/2300012,5-Apr-22,Sales (22-23),Dolphin Enviro Systems,,,,"BB 20""- 4.25""",ANDHERI,Primary Batch,4.00,4.00,,,300.00,211.74,Nos,0,,353.04,1200.00,GST Sales,
PFI-MINV/2300029,PFI-MSO/2300012,5-Apr-22,Sales (22-23),Dolphin Enviro Systems,,,,"CTO 10""",ANDHERI,Primary Batch,25.00,25.00,,,80.00,38.81,Nos,0,,1029.75,2000.00,GST Sales,
PFI-MINV/2300030,PFI-MSO/2300034,5-Apr-22,Sales (22-23),Dolphin Enviro Systems,,,,LC HF 4040,BHIWANDI,Primary Batch,4.00,4.00,,,7000.00,5607.63,Nos,0,,5569.48,28000.00,GST Sales,
PFI-MINV/2300031,PFIKOL/PO003/22-23,5-Apr-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"RO - CIRCLIP 8""",BHIWANDI,Primary Batch,4.00,4.00,,,345.00,343.18,Nos,0,,7.29,1380.00,Branch Sales,
PFI-MINV/2300031,PFIKOL/PO003/22-23,5-Apr-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,VS 2,BHIWANDI,Primary Batch,4.00,4.00,,,1040.00,830.00,Nos,0,,840.02,4160.00,Branch Sales,
PFI-MINV/2300031,PFIKOL/PO003/22-23,5-Apr-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,VS 2.5,BHIWANDI,Primary Batch,2.00,2.00,,,791.00,791.00,Nos,0,,0.01,1582.00,Branch Sales,
PFI-MINV/2300032,PFI-MSO/2300032,5-Apr-22,Sales (22-23),M/S Toyam Technologies India Pvt. Ltd.,,,,"BB 20""- 4""",PUNE,Primary Batch,20.00,20.00,,,300.00,183.05,Nos,0,,2339.00,6000.00,GST Sales,
PFI-MINV/2300032,PFI-MSO/2300032,5-Apr-22,Sales (22-23),M/S Toyam Technologies India Pvt. Ltd.,,,,FLOATY-3M,PUNE,Primary Batch,10.00,10.00,,,300.00,150.60,Nos,0,,1494.00,3000.00,GST Sales,
PFI-MINV/2300032,PFI-MSO/2300032,5-Apr-22,Sales (22-23),M/S Toyam Technologies India Pvt. Ltd.,,,,FM 25 (0.25-2.5),PUNE,Primary Batch,4.00,4.00,,,950.00,343.53,Nos,0,,2425.88,3800.00,GST Sales,
PFI-MINV/2300032,PFI-MSO/2300032,5-Apr-22,Sales (22-23),M/S Toyam Technologies India Pvt. Ltd.,,,,KP 36,PUNE,Primary Batch,2.00,2.00,,,850.00,660.20,Nos,0,,379.60,1700.00,GST Sales,
PFI-MINV/2300032,PFI-MSO/2300032,5-Apr-22,Sales (22-23),M/S Toyam Technologies India Pvt. Ltd.,,,,PG 400 C,PUNE,Primary Batch,4.00,4.00,,,300.00,162.26,Nos,0,,550.96,1200.00,GST Sales,
PFI-MINV/2300033,PFISHO6439,5-Apr-22,Sales (22-23),Shopify B2C Sales,,,,"KEMFLO 10""",BHIWANDI,Primary Batch,5.00,5.00,,,50.68,17.40,Nos,0,,166.41,253.40,GST Sales,
PFI-MINV/2300034,MWTPL-PO2879/SO409,5-Apr-22,Sales (22-23),Marcuras Water Treatment (I) Pvt. Ltd.,,,,LC LE 4040,BHIWANDI,Primary Batch,10.00,10.00,,,10500.00,7359.16,Nos,0,,31408.40,105000.00,GST Sales,
PFI-MINV/2300035,PFIAHD/PO004/22-23,5-Apr-22,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,AQUALINE CART,BHIWANDI,Primary Batch,38.00,38.00,,,14950.00,13676.61,Nos,0,,48388.82,568100.00,Branch Sales,
PFI-MINV/2300036,PFI-MSO/2300035,5-Apr-22,Sales (22-23),Aquaflow Enterprises,,,,"BB 20"" - 4.5""",PUNE,Primary Batch,10.00,10.00,,,300.00,241.69,Nos,0,,583.10,3000.00,GST Sales,
PFI-MINV/2300037,PFI-MSO/2300039,5-Apr-22,Sales (22-23),Retail Sales,,,,"SP 10""",PUNE,Primary Batch,6.00,6.00,,,40.00,25.19,Nos,0,,89.06,240.00,GST Sales,
PFI-MINV/2300037,PFI-MSO/2300039,5-Apr-22,Sales (22-23),Retail Sales,,,,"SP 20""",PUNE,Primary Batch,3.00,3.00,,,80.00,50.46,Nos,0,,88.82,240.00,GST Sales,
PFI-MINV/2300038,PFI-MSO/2300040,5-Apr-22,Sales (22-23),K Tech Enterprises,,,,"PP 10"" 10 UM",ANDHERI,Primary Batch,20.00,20.00,,,70.00,34.36,Nos,0,,712.80,1400.00,GST Sales,
PFI-MINV/2300038,PFI-MSO/2300040,5-Apr-22,Sales (22-23),K Tech Enterprises,,,,"PP 10"" 5UM",ANDHERI,Primary Batch,20.00,20.00,,,70.00,34.48,Nos,0,,710.40,1400.00,GST Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,"10"" BB L 1.5""",BHIWANDI,Primary Batch,4.00,4.00,,,260.00,264.30,Nos,0,,-17.20,1040.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,"20"" Blue L 1""",BHIWANDI,Primary Batch,16.00,16.00,,,155.00,153.16,Nos,0,,29.44,2480.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,"20"" Blue L 3/4""",BHIWANDI,Primary Batch,48.00,48.00,,,155.00,151.26,Nos,0,,179.52,7440.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,"20"" PP Bag Assembly",BHIWANDI,Primary Batch,8.00,8.00,,,750.00,663.55,Nos,0,,691.60,6000.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,20NB TMF,BHIWANDI,Primary Batch,32.00,32.00,,,510.00,510.00,Nos,0,,,16320.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,20NB TMF W,BHIWANDI,Primary Batch,12.00,12.00,,,550.00,550.00,Nos,0,,,6600.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,25NB SMF,BHIWANDI,Primary Batch,4.00,4.00,,,680.00,680.00,Nos,0,,,2720.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,40NB TMF,BHIWANDI,Primary Batch,42.00,42.00,,,1050.00,990.00,Nos,0,,2520.00,44100.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,BW 30 365,BHIWANDI,Primary Batch,48.00,48.00,,,28140.00,28104.76,Nos,0,,1691.59,1350720.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,BW 30 400,BHIWANDI,Primary Batch,25.00,25.00,,,29310.00,28495.61,Nos,0,,20359.79,732750.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,C 225 NA,BHIWANDI,Primary Batch,500.00,500.00,500.00,500.00,104.00,95.62,LTR,0,,4190.00,52000.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,DS - ADP,BHIWANDI,Primary Batch,50.00,50.00,,,125.00,101.50,Nos,0,,1175.00,6250.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,DS - H&L-16-4R,BHIWANDI,Primary Batch,10.00,10.00,,,945.00,945.00,Nos,0,,,9450.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,DS - H&L-24-4R,BHIWANDI,Primary Batch,24.00,24.00,,,999.00,999.98,Nos,0,,-23.52,23976.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,"DS TS 4""",BHIWANDI,Primary Batch,24.00,24.00,,,382.00,381.51,Nos,0,,11.76,9168.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,DS-VB,BHIWANDI,Primary Batch,12.00,12.00,,,247.00,176.74,Nos,0,,843.12,2964.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,ECOLINE 4-300-2,BHIWANDI,Primary Batch,5.00,5.00,,,5427.00,4399.91,Nos,0,,5135.45,27135.00,Branch Sales,
PFI-MINV/2300039,PFI-MSO/2300002,5-Apr-22,Sales (22-23),Pratham Filter Industries (Delhi GL),,,,FBAG,BHIWANDI,Primary Batch,80.00,80.00,,,180.00,215.43,Nos,0,,-3834.40,13400.00,Branch Sales,
