Voucher Number,Reference,Date,Voucher Type,Party Name,Party Alias,Supplier's TIN No.,CST Number,Item Name,Godown,Item Batch,Acutal Quantity,Billed Quantity,Alternate Actual Quantity,Alternate Billed Quantity,Rate,Purchase Rate,Unit,Discount,Discount Amount,Margin,Amount,Purchase/Sales Ledger,Narration
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,25NB TMF W,BHIWANDI,Primary Batch,48.00,48.00,,,800.00,800.10,Nos,0,,-4.80,38400.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,40NB SMF W,BHIWANDI,Primary Batch,84.00,84.00,,,1050.00,1050.04,Nos,0,,-3.36,88200.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,40NB TMF,BHIWANDI,Primary Batch,8.00,8.00,,,990.00,990.30,Nos,0,,-2.40,7920.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"BB 20""- 4""",BHIWANDI,Primary Batch,211.00,211.00,,,210.00,186.10,Nos,0,,5042.90,44310.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,BP 420,BHIWANDI,Primary Batch,10.00,10.00,,,60.00,61.13,Nos,0,,-11.30,600.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,BW 30 365,BHIWANDI,Primary Batch,58.00,58.00,,,29564.00,29499.81,Nos,0,,3723.09,1714712.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,DP - ESD 604,BHIWANDI,Primary Batch,50.00,50.00,,,2000.00,1900.94,Nos,0,,4953.00,100000.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,DS - ADP,BHIWANDI,Primary Batch,10.00,10.00,,,125.00,100.67,Nos,0,,243.30,1250.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,DS - H&L-24-4R,BHIWANDI,Primary Batch,10.00,10.00,,,999.00,999.11,Nos,0,,-1.10,9990.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,DS - H&L-36-4R,BHIWANDI,Primary Batch,9.00,9.00,,,1282.00,1282.12,Nos,0,,-1.08,11538.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"DS TS 4""",BHIWANDI,Primary Batch,48.00,48.00,,,382.00,382.09,Nos,0,,-4.32,18336.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"DS-TS 4"" W",BHIWANDI,Primary Batch,200.00,200.00,,,300.00,299.68,Nos,0,,64.00,60000.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,DS-VB,BHIWANDI,Primary Batch,50.00,50.00,,,247.00,162.88,Nos,0,,4206.00,12350.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,ECOLINE 8-300-3,BHIWANDI,Primary Batch,1.00,1.00,,,28216.00,26317.60,Nos,0,,1898.40,28216.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,FLOATY-3M,BHIWANDI,Primary Batch,60.00,60.00,,,155.00,150.60,Nos,0,,264.00,9300.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,FM 32 (0.6-6),BHIWANDI,Primary Batch,6.00,6.00,,,750.00,750.00,Nos,0,,,4500.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"FRP 1465 - 4""TB",BHIWANDI,Primary Batch,1.00,1.00,,,12392.00,9091.31,Nos,0,,3300.69,12392.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"FRP 1865 - 4""TB",BHIWANDI,Primary Batch,1.00,1.00,,,16538.00,16205.71,Nos,0,,332.29,16538.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"FRP 2162 - 4""TB",BHIWANDI,Primary Batch,1.00,1.00,,,18558.00,18245.15,Nos,0,,312.85,18558.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"FRP 2472 - 4""TB",BHIWANDI,Primary Batch,4.00,4.00,,,21065.00,20735.11,Nos,0,,1319.56,84260.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"FRP 3072 - 4""TB",BHIWANDI,Primary Batch,1.00,1.00,,,28480.00,28163.09,Nos,0,,316.91,28480.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"FRP 3672 - 4""TB",BHIWANDI,Primary Batch,2.00,2.00,,,36292.00,36292.00,Nos,0,,,72584.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,IN 510 CT,BHIWANDI,Primary Batch,5.00,5.00,,,1350.00,1249.21,Nos,0,,503.95,6750.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,MEMFLO-4-300-1,BHIWANDI,Primary Batch,8.00,8.00,,,1400.00,1374.81,Nos,0,,201.52,11200.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,PG 160 B,BHIWANDI,Primary Batch,100.00,100.00,,,180.00,169.88,Nos,0,,1012.00,18000.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,PG 400 B,BHIWANDI,Primary Batch,100.00,100.00,,,180.00,169.72,Nos,0,,1028.00,18000.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,PG 400 C,BHIWANDI,Primary Batch,50.00,50.00,,,180.00,172.20,Nos,0,,390.00,9000.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"PL 20"" 0.2UM",BHIWANDI,Primary Batch,24.00,24.00,,,420.00,422.80,Nos,0,,-67.20,10080.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"PP 30"" 5 UM",BHIWANDI,Primary Batch,200.00,200.00,,,123.00,100.68,Nos,0,,4464.00,24600.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"QP 1465 - 4"" T",BHIWANDI,Primary Batch,20.00,20.00,,,4275.00,4078.31,Nos,0,,3933.80,85500.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"QP 1665 - 4"" T",BHIWANDI,Primary Batch,10.00,10.00,,,4764.00,4582.98,Nos,0,,1810.20,47640.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,SFM-15-120-1200,BHIWANDI,Primary Batch,20.00,20.00,,,240.00,246.92,Nos,0,,-138.40,4800.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,SFM-15-60-600,BHIWANDI,Primary Batch,20.00,20.00,,,240.00,247.23,Nos,0,,-144.60,4800.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,SFM-20-200-2400,BHIWANDI,Primary Batch,20.00,20.00,,,275.00,286.57,Nos,0,,-231.40,5500.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"SP 20""",BHIWANDI,Primary Batch,200.00,200.00,,,52.00,51.25,Nos,0,,150.00,10400.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"SP 30""",BHIWANDI,Primary Batch,100.00,100.00,,,78.00,76.88,Nos,0,,112.00,7800.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"SP 40""",BHIWANDI,Primary Batch,200.00,200.00,,,104.00,102.50,Nos,0,,300.00,20800.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"SPG 1248-2.5"" T",BHIWANDI,Primary Batch,5.00,5.00,,,2912.00,2764.38,Nos,0,,738.10,14560.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"SPG 1465-4"" T",BHIWANDI,Primary Batch,10.00,10.00,,,5221.00,5221.00,Nos,0,,,52210.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"SPG 1665-4"" T",BHIWANDI,Primary Batch,10.00,10.00,,,6308.00,6308.00,Nos,0,,,63080.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,"SPG 844-2.5"" T",BHIWANDI,Primary Batch,30.00,30.00,,,1828.00,1761.16,Nos,0,,2005.20,54840.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,TSF 1054,BHIWANDI,Primary Batch,10.00,10.00,,,2080.00,2133.50,Nos,0,,-535.00,20800.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,TSF 1465,BHIWANDI,Primary Batch,10.00,10.00,,,4600.00,4529.18,Nos,0,,708.20,46000.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,TSF 1665,BHIWANDI,Primary Batch,10.00,10.00,,,5200.00,5158.85,Nos,0,,411.50,52000.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,UPVC 405,BHIWANDI,Primary Batch,5.00,5.00,,,13000.00,13000.00,Nos,0,,,65000.00,Branch Sales,
PFI-MINV/2303128,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,UV -ECS 040L,BHIWANDI,Primary Batch,2.00,2.00,,,6020.00,6060.38,Nos,0,,-80.76,12040.00,Branch Sales,
PFI-MINV/2303129,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,BW 30 PRO 400,BHIWANDI,Primary Batch,40.00,40.00,,,30793.00,30792.88,Nos,0,,5.15,1231720.00,Branch Sales,
PFI-MINV/2303129,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,BW 30 PRO 4040,BHIWANDI,Primary Batch,20.00,20.00,,,8400.00,8465.65,Nos,0,,-1312.95,168000.00,Branch Sales,
PFI-MINV/2303129,PFIKOL/PO028/22-23,20-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,Carbon 600 IV,BHIWANDI,Primary Batch,1000.00,1000.00,1000.00,1000.00,14.00,11.06,KGS,0,,2940.00,14000.00,Branch Sales,
PFI-MINV/2303130,PFI-MSO/2303178,20-Oct-22,Sales (22-23),Aguapuro Equipment Pvt Ltd,,,,BW 30 PRO 4040,BHIWANDI,Primary Batch,4.00,4.00,,,10250.00,8465.65,Nos,0,,7137.40,41000.00,GST Sales,
PFI-MINV/2303130,PFI-MSO/2303178,20-Oct-22,Sales (22-23),Aguapuro Equipment Pvt Ltd,,,,"RO - Membrane Connector 4""",BHIWANDI,Primary Batch,4.00,4.00,,,250.00,201.12,Nos,0,,195.52,1000.00,GST Sales,
PFI-MINV/2303131,PFI-MSO/2303179,21-Oct-22,Sales (22-23),S.M. Enviro Solutions,,,,40NB SMF,BHIWANDI,Primary Batch,2.00,2.00,,,1450.00,960.27,Nos,0,,979.46,2900.00,GST Sales,
PFI-MINV/2303131,PFI-MSO/2303179,21-Oct-22,Sales (22-23),S.M. Enviro Solutions,,,,Carbon 600 IV,BHIWANDI,Primary Batch,300.00,300.00,300.00,300.00,25.00,11.06,KGS,0,,4182.00,7500.00,GST Sales,
PFI-MINV/2303131,PFI-MSO/2303179,21-Oct-22,Sales (22-23),S.M. Enviro Solutions,,,,Media  - Coarse Silex,BHIWANDI,Primary Batch,200.00,200.00,200.00,200.00,7.00,3.96,KGS,0,,608.00,1400.00,GST Sales,
PFI-MINV/2303131,PFI-MSO/2303179,21-Oct-22,Sales (22-23),S.M. Enviro Solutions,,,,Media - Fine Sand,BHIWANDI,Primary Batch,100.00,100.00,100.00,100.00,7.00,3.95,KGS,0,,305.00,700.00,GST Sales,
PFI-MINV/2303131,PFI-MSO/2303179,21-Oct-22,Sales (22-23),S.M. Enviro Solutions,,,,Media - Fine Silex,BHIWANDI,Primary Batch,100.00,100.00,100.00,100.00,7.00,3.96,KGS,0,,304.00,700.00,GST Sales,
PFI-MINV/2303131,PFI-MSO/2303179,21-Oct-22,Sales (22-23),S.M. Enviro Solutions,,,,Media - Pebbels,BHIWANDI,Primary Batch,200.00,200.00,200.00,200.00,7.00,3.03,KGS,0,,794.00,1400.00,GST Sales,
PFI-MINV/2303132,PFI-MSO/2303168,21-Oct-22,Sales (22-23),Kshitij Enterprises,,,,25NB TMF,BHIWANDI,Primary Batch,2.00,2.00,,,1000.00,680.00,Nos,0,,640.10,2000.00,GST Sales,
PFI-MINV/2303132,PFI-MSO/2303168,21-Oct-22,Sales (22-23),Kshitij Enterprises,,,,Carbon 600 IV,BHIWANDI,Primary Batch,25.00,25.00,25.00,25.00,25.00,11.06,KGS,0,,348.53,625.00,GST Sales,
PFI-MINV/2303132,PFI-MSO/2303168,21-Oct-22,Sales (22-23),Kshitij Enterprises,,,,DS-VB,BHIWANDI,Primary Batch,1.00,1.00,,,500.00,162.88,Nos,0,,337.15,500.00,GST Sales,
PFI-MINV/2303132,PFI-MSO/2303168,21-Oct-22,Sales (22-23),Kshitij Enterprises,,,,FLOATY-3M,BHIWANDI,Primary Batch,2.00,2.00,,,250.00,150.60,Nos,0,,198.83,500.00,GST Sales,
PFI-MINV/2303132,PFI-MSO/2303168,21-Oct-22,Sales (22-23),Kshitij Enterprises,,,,Media  - Coarse Silex,BHIWANDI,Primary Batch,50.00,50.00,50.00,50.00,7.00,3.96,KGS,0,,152.02,350.00,GST Sales,
PFI-MINV/2303132,PFI-MSO/2303168,21-Oct-22,Sales (22-23),Kshitij Enterprises,,,,Media - Fine Sand,BHIWANDI,Primary Batch,50.00,50.00,50.00,50.00,7.00,3.95,KGS,0,,152.52,350.00,GST Sales,
PFI-MINV/2303132,PFI-MSO/2303168,21-Oct-22,Sales (22-23),Kshitij Enterprises,,,,"QP 1248 - 2.5"" T",BHIWANDI,Primary Batch,2.00,2.00,,,2600.00,2213.64,Nos,0,,772.99,5200.00,GST Sales,
PFI-MINV/2303133,PFI-MSO/2303181,21-Oct-22,Sales (22-23),Rupali Aquatech,,,,"20"" BB L -1""",BHIWANDI,Primary Batch,5.00,5.00,,,550.00,290.46,Nos,0,,1297.70,2750.00,GST Sales,
PFI-MINV/2303133,PFI-MSO/2303181,21-Oct-22,Sales (22-23),Rupali Aquatech,,,,FM 25 (0.1-1),BHIWANDI,Primary Batch,1.00,1.00,,,650.00,344.03,Nos,0,,305.97,650.00,GST Sales,
PFI-MINV/2303133,PFI-MSO/2303181,21-Oct-22,Sales (22-23),Rupali Aquatech,,,,FM 25 (0.25-2.5),BHIWANDI,Primary Batch,1.00,1.00,,,650.00,335.27,Nos,0,,314.73,650.00,GST Sales,
PFI-MINV/2303133,PFI-MSO/2303181,21-Oct-22,Sales (22-23),Rupali Aquatech,,,,MEMFLO-4-300-1,BHIWANDI,Primary Batch,2.00,2.00,,,2350.00,1374.81,Nos,0,,1950.38,4700.00,GST Sales,
PFI-MINV/2303133,PFI-MSO/2303181,21-Oct-22,Sales (22-23),Rupali Aquatech,,,,MEMFLO-4-300-2,BHIWANDI,Primary Batch,2.00,2.00,,,3000.00,2280.69,Nos,0,,1438.62,6000.00,GST Sales,
PFI-MINV/2303133,PFI-MSO/2303181,21-Oct-22,Sales (22-23),Rupali Aquatech,,,,"SPG 1354-2.5"" T",BHIWANDI,Primary Batch,4.00,4.00,,,3350.00,3034.76,Nos,0,,1260.96,13400.00,GST Sales,
PFI-MINV/2303134,PFI-MSO/2303163,21-Oct-22,Sales (22-23),All Plus Enterprises,,,,PG 160 B,BHIWANDI,Primary Batch,6.00,6.00,,,300.00,169.88,Nos,0,,930.72,1800.00,GST Sales,
PFI-MINV/2303135,5007503453-2-25,21-Oct-22,Sales (22-23),Forbes Marshall Pvt. Ltd.,,,,"10"" Blue V 3/4""",PUNE,Primary Batch,12.00,12.00,,,500.00,199.59,Nos,0,,3604.92,6000.00,GST Sales,
PFI-MINV/2303135,5007503453-2-25,21-Oct-22,Sales (22-23),Forbes Marshall Pvt. Ltd.,,,,"PP 10"" 5UM",PUNE,Primary Batch,12.00,12.00,,,100.00,35.24,Nos,0,,777.12,1200.00,GST Sales,
PFI-MINV/2303136,PFI-MSO/2303149,21-Oct-22,Sales (22-23),Dolphin Enviro Systems,,,,GN SCA-25L,ANDHERI,Primary Batch,50.00,50.00,50.00,50.00,80.00,55.56,KGS,0,,1222.00,4000.00,GST Sales,
PFI-MINV/2303136,PFI-MSO/2303149,21-Oct-22,Sales (22-23),Dolphin Enviro Systems,,,,GN SCA-5L,ANDHERI,Primary Batch,60.00,60.00,60.00,60.00,80.00,55.52,KGS,0,,1468.80,4800.00,GST Sales,
PFI-MINV/2303137,PFI-MSO/2303149,21-Oct-22,Sales (22-23),Dolphin Enviro Systems,,,,40NB SMF,ANDHERI,Primary Batch,2.00,2.00,,,1350.00,960.27,Nos,0,,779.46,2700.00,GST Sales,
PFI-MINV/2303137,PFI-MSO/2303149,21-Oct-22,Sales (22-23),Dolphin Enviro Systems,,,,DS - H&L-16-4R,ANDHERI,Primary Batch,2.00,2.00,,,1550.00,945.00,Nos,0,,1210.00,3100.00,GST Sales,
PFI-MINV/2303137,PFI-MSO/2303149,21-Oct-22,Sales (22-23),Dolphin Enviro Systems,,,,"DS TS 4""",ANDHERI,Primary Batch,2.00,2.00,,,550.00,382.08,Nos,0,,335.84,1100.00,GST Sales,
PFI-MINV/2303137,PFI-MSO/2303149,21-Oct-22,Sales (22-23),Dolphin Enviro Systems,,,,DS-VB,ANDHERI,Primary Batch,2.00,2.00,,,500.00,162.88,Nos,0,,674.24,1000.00,GST Sales,
PFI-MINV/2303137,PFI-MSO/2303149,21-Oct-22,Sales (22-23),Dolphin Enviro Systems,,,,"PP 20"" 5 UM",ANDHERI,Primary Batch,50.00,50.00,,,110.00,71.65,Nos,0,,1917.50,5500.00,GST Sales,
PFI-MINV/2303137,PFI-MSO/2303149,21-Oct-22,Sales (22-23),Dolphin Enviro Systems,,,,TSF 1665 T&B,ANDHERI,Primary Batch,2.00,2.00,,,8000.00,6813.00,Nos,0,,2374.00,16000.00,GST Sales,
PFI-MINV/2303138,PFI-MSO/2303185,21-Oct-22,Sales (22-23),Bluemaarlin Engineering Pvt Ltd,,,,FM 50 (1-10),PUNE,Primary Batch,1.00,1.00,,,2100.00,1200.71,Nos,0,,899.29,2100.00,GST Sales,
PFI-MINV/2303138,PFI-MSO/2303185,21-Oct-22,Sales (22-23),Bluemaarlin Engineering Pvt Ltd,,,,FM 50 (1.6-16),PUNE,Primary Batch,1.00,1.00,,,2100.00,1200.17,Nos,0,,899.83,2100.00,GST Sales,
PFI-MINV/2303139,PFI-MSO/2303186,21-Oct-22,Sales (22-23),D.P. Industries,,,,FM 50 (1.6-16),BHIWANDI,Primary Batch,1.00,1.00,,,2150.00,1200.17,Nos,0,,1099.83,2150.00,GST Sales,
PFI-MINV/2303140,PFI-MSO/2303187,21-Oct-22,Sales (22-23),Aguapuro Equipment Pvt Ltd,,,,"10"" Bag Assembly",BHIWANDI,Primary Batch,2.00,2.00,,,1850.00,659.33,Nos,0,,2381.34,3700.00,GST Sales,
PFI-MINV/2303140,PFI-MSO/2303187,21-Oct-22,Sales (22-23),Aguapuro Equipment Pvt Ltd,,,,"S-STRAP 8""",BHIWANDI,Primary Batch,10.00,10.00,,,550.00,180.00,Nos,0,,3700.00,5500.00,GST Sales,
PFI-MINV/2303141,PFI-MSO/2303188,21-Oct-22,Sales (22-23),Shree Sales & Services,,,,LC HF 4040,PUNE,Primary Batch,4.00,4.00,,,7500.00,5901.48,Nos,0,,6394.08,30000.00,GST Sales,
PFI-MINV/2303142,PFI-MSO/2303189,21-Oct-22,Sales (22-23),Shrinavkar Enterprises,,,,"FRP 2472 - 4""TB",PUNE,Primary Batch,1.00,1.00,,,23000.00,20735.11,Nos,0,,2264.89,23000.00,GST Sales,
PFI-MINV/2303143,PFI-MSO/2303183,21-Oct-22,Sales (22-23),Filter It Water Solutions LLP,,,,TSF 1054,BHIWANDI,Primary Batch,42.00,42.00,,,2150.00,2123.00,Nos,0,,1134.00,90300.00,GST Sales,
PFI-MINV/2303143,PFI-MSO/2303183,21-Oct-22,Sales (22-23),Filter It Water Solutions LLP,,,,TSF 1354,BHIWANDI,Primary Batch,120.00,120.00,,,2770.00,2700.96,Nos,0,,8284.80,332400.00,GST Sales,
PFI-MINV/2303143,PFI-MSO/2303183,21-Oct-22,Sales (22-23),Filter It Water Solutions LLP,,,,TSF 1465,BHIWANDI,Primary Batch,10.00,10.00,,,4600.00,4523.31,Nos,0,,766.90,46000.00,GST Sales,
PFI-MINV/2303144,PFI-MSO/2303190,22-Oct-22,Sales (22-23),Mumbai Filter Corporation,,,,"PP 30"" 5 UM",ANDHERI,Primary Batch,500.00,500.00,,,160.00,100.68,Nos,0,,29660.00,80000.00,GST Sales,
PFI-MINV/2303145,PFI-MSO/2303197,22-Oct-22,Sales (22-23),Nero Acqua System,,,,FM 25 (0.1-1),BHIWANDI,Primary Batch,4.00,4.00,,,600.00,344.03,Nos,0,,1023.88,2400.00,GST Sales,
PFI-MINV/2303145,PFI-MSO/2303197,22-Oct-22,Sales (22-23),Nero Acqua System,,,,FM 25 (0.16 - 1.6),BHIWANDI,Primary Batch,4.00,4.00,,,600.00,336.07,Nos,0,,1055.72,2400.00,GST Sales,
PFI-MINV/2303145,PFI-MSO/2303197,22-Oct-22,Sales (22-23),Nero Acqua System,,,,FM 25 (0.25-2.5),BHIWANDI,Primary Batch,6.00,6.00,,,600.00,335.27,Nos,0,,1588.38,3600.00,GST Sales,
PFI-MINV/2303145,PFI-MSO/2303197,22-Oct-22,Sales (22-23),Nero Acqua System,,,,FM 32 (0.4-4),BHIWANDI,Primary Batch,2.00,2.00,,,1050.00,752.75,Nos,0,,594.50,2100.00,GST Sales,
PFI-MINV/2303146,PFI-MSO/2303196,22-Oct-22,Sales (22-23),Depuro Water Engineering Pvt Ltd,,,,"10"" Blue L 1""",ANDHERI,Primary Batch,4.00,4.00,,,300.00,78.13,Nos,0,,887.48,1200.00,GST Sales,
PFI-MINV/2303147,PFIKOL/PO029/22-23,22-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,ECOLINE 8-300-5,BHIWANDI,Primary Batch,24.00,24.00,,,30697.00,30022.44,Nos,0,,16189.57,736728.00,Branch Sales,
PFI-MINV/2303147,PFIKOL/PO029/22-23,22-Oct-22,Sales (22-23),Pratham Filter Industries (Kol GL),,,,ECOLINE 8-300-6,BHIWANDI,Primary Batch,20.00,20.00,,,33087.00,33068.79,Nos,0,,364.31,661740.00,Branch Sales,
PFI-MINV/2303148,PFI-MSO/2303194,22-Oct-22,Sales (22-23),Ravi Enterprises,,,,BW 30 365,PUNE,Primary Batch,4.00,4.00,,,30500.00,29476.55,Nos,0,,4093.80,122000.00,GST Sales,
PFI-MINV/2303149,AA/002/1022,22-Oct-22,Sales (22-23),Aaham Aarogyam LLP,,,,"20"" Blue L 3/4""",BHIWANDI,Primary Batch,2.00,2.00,,,500.00,153.07,Nos,0,,693.86,1000.00,GST Sales,
PFI-MINV/2303149,AA/002/1022,22-Oct-22,Sales (22-23),Aaham Aarogyam LLP,,,,25NB TMF,BHIWANDI,Primary Batch,4.00,4.00,,,1050.00,680.00,Nos,0,,1480.00,4200.00,GST Sales,
PFI-MINV/2303149,AA/002/1022,22-Oct-22,Sales (22-23),Aaham Aarogyam LLP,,,,25NB TMS,BHIWANDI,Primary Batch,1.00,1.00,,,1250.00,846.49,Nos,0,,403.51,1250.00,GST Sales,
PFI-MINV/2303149,AA/002/1022,22-Oct-22,Sales (22-23),Aaham Aarogyam LLP,,,,Carbon 600 IV,BHIWANDI,Primary Batch,150.00,150.00,150.00,150.00,55.00,11.06,KGS,0,,6591.00,8250.00,GST Sales,
PFI-MINV/2303149,AA/002/1022,22-Oct-22,Sales (22-23),Aaham Aarogyam LLP,,,,Media - Fine Sand,BHIWANDI,Primary Batch,200.00,200.00,200.00,200.00,7.00,3.95,KGS,0,,610.00,1400.00,GST Sales,
PFI-MINV/2303149,AA/002/1022,22-Oct-22,Sales (22-23),Aaham Aarogyam LLP,,,,Media - Fine Silex,BHIWANDI,Primary Batch,200.00,200.00,200.00,200.00,7.00,3.96,KGS,0,,608.00,1400.00,GST Sales,
PFI-MINV/2303149,AA/002/1022,22-Oct-22,Sales (22-23),Aaham Aarogyam LLP,,,,RESIN,BHIWANDI,Primary Batch,100.00,100.00,100.00,100.00,100.00,78.16,LTR,0,,2184.00,10000.00,GST Sales,
PFI-MINV/2303149,AA/002/1022,22-Oct-22,Sales (22-23),Aaham Aarogyam LLP,,,,"SPG 1354-2.5"" T",BHIWANDI,Primary Batch,5.00,5.00,,,3450.00,3035.06,Nos,0,,2074.70,17250.00,GST Sales,
